experiment_name,experiment_type,generation_length,num_requests,source_path,round_trip_time_mean,round_trip_time_std,round_trip_time_min,round_trip_time_max,round_trip_time_median,round_trip_time_p95,round_trip_time_p99,server_processing_duration_mean,server_processing_duration_std,server_processing_duration_min,server_processing_duration_max,server_processing_duration_median,server_processing_duration_p95,server_processing_duration_p99,inference_duration_mean,inference_duration_std,inference_duration_min,inference_duration_max,inference_duration_median,inference_duration_p95,inference_duration_p99,preprocess_duration_mean,preprocess_duration_std,preprocess_duration_min,preprocess_duration_max,preprocess_duration_median,preprocess_duration_p95,preprocess_duration_p99,postprocess_duration_mean,postprocess_duration_std,postprocess_duration_min,postprocess_duration_max,postprocess_duration_median,postprocess_duration_p95,postprocess_duration_p99,total_network_latency_mean,total_network_latency_std,total_network_latency_min,total_network_latency_max,total_network_latency_median,total_network_latency_p95,total_network_latency_p99,num_generated_notes_mean,num_generated_notes_std
local_server_final_test,bulk_benchmark,5,900,experiments/local_server_final,0.16086228055620774,0.012357789604178491,0.1483675829367712,0.2064606250496581,0.15612514596432447,0.18994375382317227,0.2036997262842487,0.13424797017567064,0.006827266442919377,0.1283018609974533,0.1787642600247636,0.13218020150088705,0.14970404823834538,0.16333269905531772,0.1308217030989342,0.006792868185805836,0.125015967991203,0.1752631670096889,0.12882703600917006,0.146205279615242,0.15999036613502537,0.002122525280186236,0.000284641826997041,0.0018678960041143,0.003709694952704,0.0020159970154054,0.002636646965402119,0.003498965028556951,0.0011738204577057634,7.541953377757815e-05,0.0010169989545829,0.0017518990207463,0.0011560479761101,0.0013209779572207149,0.0013977110118138891,0.026614310380537017,0.010916007554896932,0.0155942469718866,0.0765647089574486,0.0230354849481955,0.05360295883729115,0.07156179626821532,0.15666666666666668,0.5727497439440603
local_server_final_test,bulk_benchmark,7,900,experiments/local_server_final,0.210615462216471,0.01460409301958127,0.1956790420226752,0.2677338750800118,0.20513308397494256,0.24089396064518948,0.26316731535596766,0.18193661693535332,0.008668117207248721,0.1741430179681629,0.2350873670075088,0.1791395909967832,0.20438683417160058,0.21597794886387414,0.17816614301836428,0.00858279032064769,0.1706114200060255,0.2312879730015993,0.17547088500577956,0.20077182106033428,0.2119134322833269,0.0021918768164727134,0.000427644683255929,0.0018733980250544,0.0042407949804328,0.0020062964758835,0.0033115790138253495,0.0035779329756041147,0.0014506712731154536,8.706066730488496e-05,0.0013172980397939,0.0021290970034897,0.00142544799018645,0.001616572047350865,0.0017721290083135906,0.02867884528111765,0.01183700581342961,0.0132583060185424,0.0888436239911243,0.024709290562896002,0.05497435867146115,0.07621926397900089,0.21444444444444444,0.7288830822031322
local_server_final_test,bulk_benchmark,9,900,experiments/local_server_final,0.255859851556856,0.014621090577358876,0.2413784579839557,0.3099869170691818,0.2508008540025912,0.2909330705471802,0.3048380910337437,0.2289847954385267,0.009842342697996095,0.2199613010161556,0.2827369650476612,0.22551113649387838,0.25247330426063846,0.2643782488559372,0.22485735919721062,0.009792317113259862,0.2162385749979876,0.2785652710008435,0.2215298150258604,0.24845008031115867,0.2603600098285824,0.002244372324979193,0.00047150181646929504,0.0018325970158912,0.0050934940227307,0.00200964597752315,0.00333444094576399,0.0035193270054878567,0.0017561864479728995,9.126281876705996e-05,0.0016026969533413,0.0023792959982529,0.0017317474994342,0.00193963716155849,0.002087793037062438,0.026875056118329216,0.011414398584231964,0.0146865539718419,0.0831538429483771,0.0232141409651376,0.054138340285862736,0.075541582374135,0.27111111111111114,0.7947609940706738
local_server_final_test,bulk_benchmark,11,900,experiments/local_server_final,0.3073897185175317,0.024152221646780325,0.2868087500100955,0.4028352500172332,0.2990067505161278,0.36325427704141466,0.4009795170056168,0.2756125701960668,0.012841467718103065,0.2650493019609712,0.3793079329770989,0.2716387829859741,0.3018481389415683,0.3244263152359053,0.2712677289134202,0.012767970929693903,0.2609772380092181,0.3744249300216324,0.2673145889712032,0.2973815797216957,0.3200686291907913,0.0021506151998699663,0.0003109970387725922,0.0018702970119193,0.0040168940322473,0.0020114964863750502,0.00274694100080517,0.0034346720081520764,0.0020679376893935003,0.00011258023236079389,0.0019017979502677,0.0030685950187034,0.0020362965005915,0.00230592695297673,0.0024755610100691177,0.03177714832146492,0.02144151507500717,0.0141836130060255,0.1338856549700722,0.0239683880063239,0.08313242061412887,0.12667407166387418,0.32222222222222224,0.9424812562084663
local_server_final_test,bulk_benchmark,13,900,experiments/local_server_final,0.39420644725815185,0.0264319190789881,0.3360099159181118,0.4698248340282589,0.403587062493898,0.427847884024959,0.45227456247317593,0.3214354548304497,0.013365207237307893,0.3107690329779871,0.422603380982764,0.315808676998131,0.34946810236724557,0.37121188804449046,0.3165712347879566,0.013306796541269907,0.3063117390265688,0.4177653869846836,0.3107559949858114,0.3444149080693023,0.3660746679542353,0.0023466808297800223,0.0004105624913895614,0.0018327969592064,0.0041724930051714,0.0022888469975441,0.0033071950310840496,0.003576108040870112,0.0023934686240843104,0.00013843123464031516,0.0021405980223789,0.0035361950285732,0.00235194651759225,0.00266213698778298,0.002942608970333786,0.07277099242770213,0.027870044119758283,0.0164395410683937,0.1567466729320585,0.0839723365788813,0.10546657920058346,0.12480974254023744,0.3411111111111111,0.9196162139536829
local_server_final_test,bulk_benchmark,15,900,experiments/local_server_final,0.4345394413382746,0.0427481962651787,0.3868627910269424,0.5136712079402059,0.4105006044846959,0.5115180190594402,0.5131903117522597,0.3746915984061909,0.01621391896491304,0.3562337320181541,0.462253299949225,0.3682466644968372,0.40871932556910906,0.4309911506634671,0.3693315248070414,0.015991938865468285,0.3513834320474416,0.4568845070316456,0.3627214790030848,0.40241798221541103,0.4231402832607272,0.002459218587739239,0.0016805784386231474,0.0018570980173535,0.0500408379593864,0.0021572469850070497,0.0035646700038341446,0.003727547028101946,0.002776493070608265,0.00020886005304512578,0.0024826970184221,0.0042604940244928,0.00271399648045185,0.00311281010508534,0.0036319950007599727,0.0598478429320837,0.03683102185325959,0.0136085260892286,0.154687923961319,0.044782960525481,0.13312478516018014,0.14735727497725745,0.39555555555555555,1.0067526304803542
remote_server_final_test,bulk_benchmark,1,900,experiments/remote_server_final5,0.14979427762963396,0.02066317803225633,0.1344197079888545,0.2287642909795977,0.14244175050407645,0.21194566909980492,0.22721644474891942,0.03204753519472429,0.0012252849768694244,0.0317147430032491,0.0455009750148747,0.0318619589961599,0.03202815099357386,0.03602416543930296,0.030175817455359067,0.001215061799748885,0.0298837489972356,0.0435250120062846,0.0299933049973333,0.030131297996558674,0.034075933406129355,0.001417659815601281,0.00010167352929460494,0.001362816983601,0.0043569449917413,0.0014129025075817,0.001462727005127775,0.0014925601956201611,0.0003133058850329589,2.580720305034489e-05,0.0002425429993309,0.0005529570044018,0.0003130085096927,0.00035020054347114,0.00037997751584043497,0.11774674243490958,0.020679254054079246,0.102444331976585,0.1969593380053993,0.1103539765172172,0.18016775408759708,0.19549321243917803,0.04888888888888889,0.33987645613978784
remote_server_final_test,bulk_benchmark,3,900,experiments/remote_server_final5,0.1848165972363333,0.013941735897993194,0.1709032080252654,0.2323647090233862,0.179844229016453,0.2192185473046265,0.22899604505451862,0.06952721381760456,0.0023524817058565564,0.068699852010468,0.0927471440227236,0.06893955801206175,0.07283758405974365,0.08258427750144616,0.06747022872913574,0.0023343970668425356,0.0666554449999239,0.090570016996935,0.06688451199443074,0.07076848395518019,0.08043795559031415,0.0014127691934440925,3.2952319080322405e-05,0.0013579869992099,0.0016534999886061,0.0014082730049267,0.001464659575140025,0.0015104286975110457,0.0005056175376456255,7.339663620185571e-05,0.0004288660129532,0.0025910930125974,0.00050145649584005,0.000539150496479105,0.00058261839731129,0.11528938341872867,0.01393181909363287,0.1004806119599379,0.1635144550236873,0.11023166700033465,0.1496170322483521,0.16016672668047247,0.1111111111111111,0.5176408460338451
remote_server_final_test,bulk_benchmark,5,900,experiments/remote_server_final5,0.2185817145028462,0.008763786909440761,0.2082455000490881,0.2485459169838577,0.2161436460446566,0.23768897148547688,0.24607540714438073,0.10706482253706778,0.003309051457852898,0.1055985139973927,0.1328410840069409,0.10593216199777085,0.11376338323316297,0.11981548961717627,0.10487484093373897,0.0032920980056806597,0.1034241059969645,0.1305617039906792,0.10374378500273446,0.11150889645941783,0.11757615349721152,0.0014108212432215627,2.904364674312518e-05,0.0013628470187541,0.0016105300164781,0.0014083980058784999,0.00146025545109295,0.001488737725885575,0.000639561621711489,7.180086581123328e-05,0.0005909579922445,0.0026631240034475,0.0006339484971248999,0.0006812129882745649,0.000717359232949058,0.11151689196577835,0.008306845464228883,0.0991072119795717,0.1413644470449071,0.1090377149812411,0.13037747143098383,0.13871501094807173,0.18222222222222223,0.6996865304441224
remote_server_final_test,bulk_benchmark,7,900,experiments/remote_server_final5,0.27928758032193096,0.0338740299386789,0.2453016670187935,0.3603742090053856,0.26158695851336233,0.34230667293304573,0.35443541705957615,0.14420117225808401,0.0036710393850187617,0.1423384539957624,0.1700678979977965,0.1428575860045384,0.15434481580741696,0.15817557689733802,0.14190879168926684,0.0036554590112200035,0.1401085749967023,0.1677214480005204,0.14056988300580994,0.15199321145191783,0.1558695301166153,0.0014162605352207717,3.6876009230016644e-05,0.0013571470044553,0.0016955430037342,0.00140958800329825,0.001480401986918855,0.001537426910072086,0.0007357819310789955,7.085058229193223e-05,0.000649538997095,0.002686324995011,0.0007318999996641499,0.000784793499042205,0.0008179891059989689,0.13508640806384692,0.03376386288122914,0.1007004420098383,0.2174767489777878,0.1167356635123724,0.19854915483738295,0.20832125669287047,0.2088888888888889,0.7096419132475873
remote_server_final_test,bulk_benchmark,9,900,experiments/remote_server_final5,0.2985910873002528,0.017467881591914054,0.2827688750112429,0.3735307499882765,0.2927930004952941,0.33800470768765073,0.368163612060016,0.1817553862924817,0.004761086534715446,0.1792779279930982,0.2207904880051501,0.1797699935123091,0.1930851650104159,0.20260023325943619,0.17940633042945087,0.004741567643720229,0.1769729880033992,0.2183661060116719,0.17743120400700713,0.19072709738247787,0.20017211540223798,0.0014157974013101014,3.0029363783794074e-05,0.0013737969857174,0.0016188510053325,0.00141026799974495,0.0014728024965734,0.001508972605515719,0.0007942028869162851,7.426110526268301e-05,0.0007013290014583,0.002850307006156,0.0007864799990784,0.00084844550001432,0.00089244257716922,0.11683570100777106,0.017174683621281082,0.1005409190547652,0.1938615120016038,0.11067730298964305,0.15695734300534236,0.18827687143289942,0.25,0.8255850387965863
remote_server_final_test,bulk_benchmark,11,900,experiments/remote_server_final5,0.3364757159856122,0.022930269906803993,0.3190505420207046,0.4194722090032883,0.32828547951066867,0.4016949142591328,0.41849116260244046,0.21904881511333063,0.005389838426269998,0.215980611013947,0.2558834799856413,0.21667557948967442,0.23034287100745132,0.23894992703397286,0.21656870970670652,0.005367153812909369,0.2135193500143941,0.2532213749946095,0.21424054949602575,0.22781878857495025,0.23634792824217576,0.0014139806273871446,3.136860313918015e-05,0.0013682580029126,0.0016353210085071,0.00140798851498395,0.001469990982150175,0.001524166415329032,0.0009263755504313037,7.98994643747062e-05,0.0007821700128261,0.0029297080182004,0.0009211214928654501,0.0009889250446576301,0.001031877814966656,0.11742690087228157,0.02272487382625261,0.0998657260206528,0.203335299011087,0.1088878134905826,0.1839177889181883,0.20227437195397213,0.3277777777777778,0.9771047306599416
remote_server_final_test,bulk_benchmark,13,900,experiments/remote_server_final5,0.3683306280936166,0.011895871455508246,0.3553562089800834,0.4096490410156548,0.3643487920053303,0.39431643988646103,0.4047161375981522,0.256392295044821,0.006262383778516293,0.2528447009972296,0.2911074710136745,0.2531468024972128,0.2699513695988571,0.28142154287546867,0.2538219418470463,0.006235680422073547,0.2502695840084925,0.2883686860150192,0.25058303799596615,0.2672153952429653,0.278740376390051,0.0014244774594165213,3.2485029361869325e-05,0.0013777870044577,0.0016153719916474,0.0014179330028126999,0.001484092506871015,0.0015273543886723268,0.0010053069736264777,3.407873916780269e-05,0.0008954420045483,0.0012004839954897,0.00099857701570725,0.001068220562592545,0.001108354197931456,0.11193833304879564,0.010784899272325352,0.1000391639827285,0.1563239810056984,0.10819511549198065,0.13859789879788872,0.15090731696167486,0.45555555555555555,1.0584803587597238
remote_server_final_test,bulk_benchmark,15,900,experiments/remote_server_final5,0.4042913562343973,0.010931981515914116,0.3925066670053638,0.4467928750091232,0.40084391698474064,0.42893580597010433,0.4413346241239924,0.2936306462914217,0.0059233777203188615,0.2898339610255789,0.3333293249888811,0.2909138899995014,0.3061313223995966,0.31673582549992707,0.2909469212822215,0.005893787671051098,0.2871636520139873,0.3304291199892759,0.28826138349541,0.3033972081728279,0.31393749487877354,0.0014259502232824477,3.52201617112198e-05,0.0013759760186076,0.0016508690023329,0.00142049748683345,0.0014888419464113849,0.001541591208951956,0.001117398778830295,7.688823229636448e-05,0.0009766820003278,0.0031299800029955,0.00110895249235905,0.0011829550028777701,0.0012390681309625048,0.11066070994297557,0.009551525625201994,0.1001385670388117,0.1567646870098542,0.10743150197959035,0.13078396584605792,0.1479103752886294,0.4066666666666667,1.0122497768231573
