experiment_name,percentile,inference_interval_ticks,generation_length_ticks,generation_length_frames,constraint_status_code,constraint_status,rtt_percentile_ms,constraint1_satisfied,constraint2_satisfied,both_constraints_satisfied
remote_server_final_test,90.0,2,7,13,1,C1 Violated,387.20970061840484,False,True,False
remote_server_final_test,90.0,2,8,15,1,C1 Violated,418.80156669649296,False,True,False
remote_server_final_test,90.0,3,1,1,2,C2 Violated,172.29834549361837,True,False,False
remote_server_final_test,90.0,3,2,3,2,C2 Violated,205.49421641044316,True,False,False
remote_server_final_test,90.0,3,3,5,2,C2 Violated,231.85894969501533,True,False,False
remote_server_final_test,90.0,3,4,7,2,C2 Violated,336.9373457855545,True,False,False
remote_server_final_test,90.0,3,5,9,2,C2 Violated,321.18149559828447,True,False,False
remote_server_final_test,90.0,3,6,11,0,Valid,364.2212833859958,True,True,True
remote_server_final_test,90.0,3,7,13,1,C1 Violated,387.20970061840484,False,True,False
remote_server_final_test,90.0,3,8,15,1,C1 Violated,418.80156669649296,False,True,False
remote_server_final_test,90.0,4,1,1,2,C2 Violated,172.29834549361837,True,False,False
remote_server_final_test,90.0,4,2,3,2,C2 Violated,205.49421641044316,True,False,False
remote_server_final_test,90.0,4,3,5,2,C2 Violated,231.85894969501533,True,False,False
remote_server_final_test,90.0,4,4,7,2,C2 Violated,336.9373457855545,True,False,False
remote_server_final_test,90.0,4,5,9,2,C2 Violated,321.18149559828447,True,False,False
remote_server_final_test,90.0,4,6,11,2,C2 Violated,364.2212833859958,True,False,False
remote_server_final_test,90.0,4,7,13,2,C2 Violated,387.20970061840484,True,False,False
remote_server_final_test,90.0,4,8,15,0,Valid,418.80156669649296,True,True,True
remote_server_final_test,90.0,5,1,1,2,C2 Violated,172.29834549361837,True,False,False
remote_server_final_test,90.0,5,2,3,2,C2 Violated,205.49421641044316,True,False,False
remote_server_final_test,90.0,5,3,5,2,C2 Violated,231.85894969501533,True,False,False
remote_server_final_test,90.0,5,4,7,2,C2 Violated,336.9373457855545,True,False,False
remote_server_final_test,90.0,5,5,9,2,C2 Violated,321.18149559828447,True,False,False
remote_server_final_test,90.0,5,6,11,2,C2 Violated,364.2212833859958,True,False,False
remote_server_final_test,90.0,5,7,13,2,C2 Violated,387.20970061840484,True,False,False
remote_server_final_test,90.0,5,8,15,2,C2 Violated,418.80156669649296,True,False,False
remote_server_final_test,90.0,6,1,1,2,C2 Violated,172.29834549361837,True,False,False
remote_server_final_test,90.0,6,2,3,2,C2 Violated,205.49421641044316,True,False,False
remote_server_final_test,90.0,6,3,5,2,C2 Violated,231.85894969501533,True,False,False
remote_server_final_test,90.0,6,4,7,2,C2 Violated,336.9373457855545,True,False,False
remote_server_final_test,90.0,6,5,9,2,C2 Violated,321.18149559828447,True,False,False
remote_server_final_test,90.0,6,6,11,2,C2 Violated,364.2212833859958,True,False,False
remote_server_final_test,90.0,6,7,13,2,C2 Violated,387.20970061840484,True,False,False
remote_server_final_test,90.0,6,8,15,2,C2 Violated,418.80156669649296,True,False,False
remote_server_final_test,90.0,7,1,1,2,C2 Violated,172.29834549361837,True,False,False
remote_server_final_test,90.0,7,2,3,2,C2 Violated,205.49421641044316,True,False,False
remote_server_final_test,90.0,7,3,5,2,C2 Violated,231.85894969501533,True,False,False
remote_server_final_test,90.0,7,4,7,2,C2 Violated,336.9373457855545,True,False,False
remote_server_final_test,90.0,7,5,9,2,C2 Violated,321.18149559828447,True,False,False
remote_server_final_test,90.0,7,6,11,2,C2 Violated,364.2212833859958,True,False,False
remote_server_final_test,90.0,7,7,13,2,C2 Violated,387.20970061840484,True,False,False
remote_server_final_test,90.0,7,8,15,2,C2 Violated,418.80156669649296,True,False,False
remote_server_final_test,99.5,1,1,1,3,Both Violated,228.2803662208607,False,False,False
remote_server_final_test,99.5,1,2,3,3,Both Violated,231.30431192839748,False,False,False
remote_server_final_test,99.5,1,3,5,1,C1 Violated,246.82873261539496,False,True,False
remote_server_final_test,99.5,1,4,7,1,C1 Violated,355.60537392331753,False,True,False
remote_server_final_test,99.5,1,5,9,1,C1 Violated,369.7378912565182,False,True,False
remote_server_final_test,99.5,1,6,11,1,C1 Violated,419.2129194014705,False,True,False
remote_server_final_test,99.5,1,7,13,1,C1 Violated,407.4255537291174,False,True,False
remote_server_final_test,99.5,1,8,15,1,C1 Violated,444.35585146420635,False,True,False
remote_server_final_test,99.5,2,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,2,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,2,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,2,4,7,3,Both Violated,355.60537392331753,False,False,False
remote_server_final_test,99.5,2,5,9,1,C1 Violated,369.7378912565182,False,True,False
remote_server_final_test,99.5,2,6,11,1,C1 Violated,419.2129194014705,False,True,False
remote_server_final_test,99.5,2,7,13,1,C1 Violated,407.4255537291174,False,True,False
remote_server_final_test,99.5,2,8,15,1,C1 Violated,444.35585146420635,False,True,False
remote_server_final_test,99.5,3,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,3,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,3,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,3,4,7,2,C2 Violated,355.60537392331753,True,False,False
remote_server_final_test,99.5,3,5,9,2,C2 Violated,369.7378912565182,True,False,False
remote_server_final_test,99.5,3,6,11,3,Both Violated,419.2129194014705,False,False,False
remote_server_final_test,99.5,3,7,13,1,C1 Violated,407.4255537291174,False,True,False
remote_server_final_test,99.5,3,8,15,1,C1 Violated,444.35585146420635,False,True,False
remote_server_final_test,99.5,4,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,4,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,4,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,4,4,7,2,C2 Violated,355.60537392331753,True,False,False
remote_server_final_test,99.5,4,5,9,2,C2 Violated,369.7378912565182,True,False,False
remote_server_final_test,99.5,4,6,11,2,C2 Violated,419.2129194014705,True,False,False
remote_server_final_test,99.5,4,7,13,2,C2 Violated,407.4255537291174,True,False,False
remote_server_final_test,99.5,4,8,15,0,Valid,444.35585146420635,True,True,True
remote_server_final_test,99.5,5,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,5,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,5,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,5,4,7,2,C2 Violated,355.60537392331753,True,False,False
remote_server_final_test,99.5,5,5,9,2,C2 Violated,369.7378912565182,True,False,False
remote_server_final_test,99.5,5,6,11,2,C2 Violated,419.2129194014705,True,False,False
remote_server_final_test,99.5,5,7,13,2,C2 Violated,407.4255537291174,True,False,False
remote_server_final_test,99.5,5,8,15,2,C2 Violated,444.35585146420635,True,False,False
remote_server_final_test,99.5,6,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,6,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,6,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,6,4,7,2,C2 Violated,355.60537392331753,True,False,False
remote_server_final_test,99.5,6,5,9,2,C2 Violated,369.7378912565182,True,False,False
remote_server_final_test,99.5,6,6,11,2,C2 Violated,419.2129194014705,True,False,False
remote_server_final_test,99.5,6,7,13,2,C2 Violated,407.4255537291174,True,False,False
remote_server_final_test,99.5,6,8,15,2,C2 Violated,444.35585146420635,True,False,False
remote_server_final_test,99.5,7,1,1,2,C2 Violated,228.2803662208607,True,False,False
remote_server_final_test,99.5,7,2,3,2,C2 Violated,231.30431192839748,True,False,False
remote_server_final_test,99.5,7,3,5,2,C2 Violated,246.82873261539496,True,False,False
remote_server_final_test,99.5,7,4,7,2,C2 Violated,355.60537392331753,True,False,False
remote_server_final_test,99.5,7,5,9,2,C2 Violated,369.7378912565182,True,False,False
remote_server_final_test,99.5,7,6,11,2,C2 Violated,419.2129194014705,True,False,False
remote_server_final_test,99.5,7,7,13,2,C2 Violated,407.4255537291174,True,False,False
remote_server_final_test,99.5,7,8,15,2,C2 Violated,444.35585146420635,True,False,False
